what rivers flow through states that border the state with the largest population ?	_answer ( A , ( _river ( A ) , _traverse ( A , B ) , _state ( B ) , _next_to ( B , C ) , _largest ( D , ( _state ( C ) , _population ( C , D ) ) ) ) )
how long is rio grande ?	_answer ( A , ( _len ( B , A ) , _const ( B , _riverid ( ' rio grande ' ) ) ) )
how big is the city of new york ?	_answer ( A , ( _size ( B , A ) , _const ( B , _cityid ( ' new york ' , _ ) ) ) )
what is the most populous state ?	_answer ( A , _largest ( B , ( _population ( A , B ) , _state ( A ) ) ) )
what is the population of the state that borders the most states ?	_answer ( A , ( _population ( B , A ) , _most ( B , C , ( _state ( B ) , _next_to ( B , C ) , _state ( C ) ) ) ) )
how many states does tennessee border ?	_answer ( A , _count ( B , ( _state ( B ) , _const ( C , _stateid ( tennessee ) ) , _next_to ( C , B ) ) , A ) )
what river traverses the most states ?	_answer ( A , _most ( A , B , ( _river ( A ) , _traverse ( A , B ) , _state ( B ) ) ) )
what states border alaska ?	_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _const ( B , _stateid ( alaska ) ) ) )
what is the capital of the smallest state ?	_answer ( A , ( _capital ( A ) , _loc ( A , B ) , _smallest ( B , _state ( B ) ) ) )
what rivers run through colorado ?	_answer ( A , ( _river ( A ) , _traverse ( A , B ) , _const ( B , _stateid ( colorado ) ) ) )
what states border the state that borders the most states ?	_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _most ( B , C , ( _state ( B ) , _next_to ( B , C ) , _state ( C ) ) ) ) )
which state border kentucky ?	_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _const ( B , _stateid ( kentucky ) ) ) )
what state is dallas in ?	_answer ( A , ( _state ( A ) , _const ( B , _cityid ( dallas , _ ) ) , _loc ( B , A ) ) )
what is the smallest city in the us ?	_answer ( A , _smallest ( A , ( _city ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) ) )
what river runs through the state with the most cities ?	_answer ( A , ( _river ( A ) , _traverse ( A , B ) , _most ( B , C , ( _state ( B ) , _loc ( C , B ) , _city ( C ) ) ) ) )
what is the average population per square km in pennsylvania ?	_answer ( A , ( _density ( B , A ) , _const ( B , _stateid ( pennsylvania ) ) ) )
what is the population of minnesota ?	_answer ( A , ( _population ( B , A ) , _const ( B , _stateid ( minnesota ) ) ) )
what are the population densities of each us state ?	_answer ( A , ( _density ( B , A ) , _state ( B ) ) )
tell me what cities are in texas ?	_answer ( A , ( _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( texas ) ) ) )
what is the capital of the state with the longest river ?	_answer ( A , ( _capital ( A ) , _loc ( A , B ) , _longest ( C , ( _state ( B ) , _loc ( C , B ) , _river ( C ) ) ) ) )
what states have no bordering state ?	_answer ( A , ( _state ( A ) , \+ ( _next_to ( A , B ) , _state ( B ) ) ) )
which is the highest peak not in alaska ?	_answer ( A , _highest ( A , ( _mountain ( A ) , \+ ( _loc ( A , B ) , _const ( B , _stateid ( alaska ) ) ) ) ) )
how many square kilometers in the us ?	_answer ( A , ( _area ( B , A ) , _const ( B , _countryid ( usa ) ) ) )
what are the states through which the longest river runs ?	_answer ( A , ( _state ( A ) , _longest ( B , ( _river ( B ) , _traverse ( B , A ) ) ) ) )
what is the population of the capital of the largest state ?	_answer ( A , ( _population ( B , A ) , _capital ( B ) , _loc ( B , C ) , _largest ( C , _state ( C ) ) ) )
what is the longest river that flows through colorado ?	_answer ( A , _longest ( A , ( _river ( A ) , _traverse ( A , B ) , _const ( B , _stateid ( colorado ) ) ) ) )
which state has the most major cities ?	_answer ( A , _most ( A , B , ( _state ( A ) , _loc ( B , A ) , _major ( B ) , _city ( B ) ) ) )
how many major rivers cross ohio ?	_answer ( A , _count ( B , ( _major ( B ) , _river ( B ) , _traverse ( B , C ) , _const ( C , _stateid ( ohio ) ) ) , A ) )
what is the population of the state with the highest population density ?	_answer ( A , ( _population ( B , A ) , _largest ( C , ( _state ( B ) , _density ( B , C ) ) ) ) )
what is the state with the lowest population ?	_answer ( A , _smallest ( B , ( _state ( A ) , _population ( A , B ) ) ) )
how many states does the mississippi river run through ?	_answer ( A , _count ( B , ( _state ( B ) , _const ( C , _riverid ( mississippi ) ) , _river ( C ) , _traverse ( C , B ) ) , A ) )
san antonio is in what state ?	_answer ( A , ( _const ( B , _cityid ( ' san antonio ' , _ ) ) , _loc ( B , A ) , _state ( A ) ) )
how many states does the mississippi run through ?	_answer ( A , _count ( B , ( _state ( B ) , _const ( C , _riverid ( mississippi ) ) , _traverse ( C , B ) ) , A ) )
what states have cities named salt lake city ?	_answer ( A , ( _state ( A ) , _loc ( B , A ) , _city ( B ) , _const ( B , _cityid ( ' salt _lake _city ' , _ ) ) ) )
what are the major cities in the smallest state in the us ?	_answer ( A , ( _major ( A ) , _city ( A ) , _loc ( A , B ) , _smallest ( B , ( _state ( B ) , _loc ( B , C ) , _const ( C , _countryid ( usa ) ) ) ) ) )
how many citizens in boulder ?	_answer ( A , ( _population ( B , A ) , _const ( B , _cityid ( boulder , _ ) ) ) )
where is fort wayne ?	_answer ( A , ( _loc ( B , A ) , _const ( B , _cityid ( ' fort wayne ' , _ ) ) ) )
what are the major cities in states through which the mississippi runs ?	_answer ( A , ( _major ( A ) , _city ( A ) , _state ( B ) , _traverse ( C , B ) , _const ( C , _riverid ( mississippi ) ) ) )
what river is the longest one in the united states ?	_answer ( A , _longest ( A , ( _river ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) ) )
what major cities are located in pennsylvania ?	_answer ( A , ( _major ( A ) , _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( pennsylvania ) ) ) )
what is the capital of north dakota ?	_answer ( A , ( _capital ( A ) , _loc ( A , B ) , _const ( B , _stateid ( ' north dakota ' ) ) ) )
what are the major cities in north carolina ?	_answer ( A , ( _major ( A ) , _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( ' north carolina ' ) ) ) )
what is the capital of vermont ?	_answer ( A , ( _capital ( A ) , _loc ( A , B ) , _const ( B , _stateid ( vermont ) ) ) )
what is the capital of the state with the largest population density ?	_answer ( A , ( _capital ( A ) , _loc ( A , B ) , _largest ( C , ( _state ( B ) , _density ( B , C ) ) ) ) )
how many major cities are in texas ?	_answer ( A , _count ( B , ( _major ( B ) , _city ( B ) , _loc ( B , C ) , _const ( C , _stateid ( texas ) ) ) , A ) )
what state borders most other states ?	_answer ( A , _most ( A , B , ( _state ( A ) , _next_to ( A , B ) , _state ( B ) ) ) )
what is the most populous city in wyoming ?	_answer ( A , _largest ( B , ( _population ( A , B ) , _city ( A ) , _loc ( A , C ) , _const ( C , _stateid ( wyoming ) ) ) ) )
what is the length of the colorado river ?	_answer ( A , ( _len ( B , A ) , _const ( B , _riverid ( colorado ) ) , _river ( B ) ) )
rivers in new york ?	_answer ( A , ( _river ( A ) , _loc ( A , B ) , _const ( B , _stateid ( ' new york ' ) ) ) )
what is the highest point in maine ?	_answer ( A , _highest ( A , ( _place ( A ) , _loc ( A , B ) , _const ( B , _stateid ( maine ) ) ) ) )
how long is the longest river in california ?	_answer ( A , ( _len ( B , A ) , _longest ( B , ( _river ( B ) , _loc ( B , C ) , _const ( C , _stateid ( california ) ) ) ) ) )
which state is the smallest ?	_answer ( A , _smallest ( A , _state ( A ) ) )
what is the capital of indiana ?	_answer ( A , ( _capital ( A ) , _loc ( A , B ) , _const ( B , _stateid ( indiana ) ) ) )
how many people live in south dakota ?	_answer ( A , ( _population ( B , A ) , _const ( B , _stateid ( ' south dakota ' ) ) ) )
what is the shortest river in the usa ?	_answer ( A , _shortest ( A , ( _river ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) ) )
what is the population of arizona ?	_answer ( A , ( _population ( B , A ) , _const ( B , _stateid ( arizona ) ) ) )
which state borders florida ?	_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _const ( B , _stateid ( florida ) ) ) )
what state has the city flint ?	_answer ( A , ( _state ( A ) , _loc ( B , A ) , _city ( B ) , _const ( B , _cityid ( flint , _ ) ) ) )
what is the biggest city in wyoming ?	_answer ( A , _largest ( A , ( _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( wyoming ) ) ) ) )
what is the combined area of all 50 states ?	_answer ( A , _sum ( B , ( _area ( C , B ) , _state ( C ) ) , A ) )
what states border michigan ?	_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _const ( B , _stateid ( michigan ) ) ) )
how many states have a higher point than the highest point of the state with the largest capital city in the us ?	_answer ( A , _count ( B , ( _state ( B ) , _loc ( C , B ) , _higher ( C , D ) , _place ( C ) , _highest ( D , ( _place ( D ) , _loc ( D , E ) , _state ( E ) , _loc ( F , E ) , _largest ( F , ( _capital ( F ) , _city ( F ) , _loc ( F , G ) , _const ( G , _countryid ( usa ) ) ) ) ) ) ) , A ) )
what is the capital of hawaii ?	_answer ( A , ( _capital ( A ) , _loc ( A , B ) , _const ( B , _stateid ( hawaii ) ) ) )
what states does the mississippi river run through ?	_answer ( A , ( _state ( A ) , _const ( B , _riverid ( mississippi ) ) , _river ( B ) , _traverse ( B , A ) ) )
what rivers are in utah ?	_answer ( A , ( _river ( A ) , _loc ( A , B ) , _const ( B , _stateid ( utah ) ) ) )
which states does the chattahoochee river run through ?	_answer ( A , ( _state ( A ) , _const ( B , _riverid ( chattahoochee ) ) , _river ( B ) , _traverse ( B , A ) ) )
how tall is mount mckinley ?	_answer ( A , ( _elevation ( B , A ) , _const ( B , _placeid ( ' mount mckinley ' ) ) ) )
where is dallas ?	_answer ( A , ( _loc ( B , A ) , _const ( B , _cityid ( dallas , _ ) ) ) )
what states does the colorado river run through ?	_answer ( A , ( _state ( A ) , _const ( B , _riverid ( colorado ) ) , _river ( B ) , _traverse ( B , A ) ) )
what state borders the state with the smallest population ?	_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _smallest ( C , ( _state ( B ) , _population ( B , C ) ) ) ) )
what is the largest city of kansas ?	_answer ( A , _largest ( A , ( _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( kansas ) ) ) ) )
iowa borders how many states ?	_answer ( A , _count ( B , ( _const ( C , _stateid ( iowa ) ) , _next_to ( C , B ) , _state ( B ) ) , A ) )
what states border arkansas ?	_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _const ( B , _stateid ( arkansas ) ) ) )
which state has the highest elevation ?	_answer ( A , _highest ( B , ( _state ( A ) , _loc ( B , A ) , _place ( B ) ) ) )
what are the major cities of the us ?	_answer ( A , ( _major ( A ) , _city ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) )
which rivers run through the state with the lowest elevation in the usa ?	_answer ( A , ( _river ( A ) , _traverse ( A , B ) , _state ( B ) , _loc ( C , B ) , _lowest ( C , ( _place ( C ) , _loc ( C , D ) , _const ( D , _countryid ( usa ) ) ) ) ) )
how many rivers in washington ?	_answer ( A , _count ( B , ( _river ( B ) , _loc ( B , C ) , _const ( C , _stateid ( washington ) ) ) , A ) )
how many rivers are in new york ?	_answer ( A , _count ( B , ( _river ( B ) , _loc ( B , C ) , _const ( C , _stateid ( ' new york ' ) ) ) , A ) )
which state has the largest city ?	_answer ( A , _largest ( B , ( _state ( A ) , _loc ( B , A ) , _city ( B ) ) ) )
what states high point are higher than that of colorado ?	_answer ( A , ( _state ( A ) , _high_point ( A , B ) , _higher ( B , C ) , _high_point ( D , C ) , _const ( D , _stateid ( colorado ) ) ) )
what are the major cities in the state of california ?	_answer ( A , ( _major ( A ) , _city ( A ) , _loc ( A , B ) , _state ( B ) , _const ( B , _stateid ( california ) ) ) )
how many rivers are in the state with the highest point ?	_answer ( A , _count ( B , ( _river ( B ) , _loc ( B , C ) , _state ( C ) , _loc ( D , C ) , _highest ( D , _place ( D ) ) ) , A ) )
how many citizens in alabama ?	_answer ( A , ( _population ( B , A ) , _const ( B , _stateid ( alabama ) ) ) )
what is the highest point of the usa ?	_answer ( A , _highest ( A , ( _place ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) ) )
which us city has the highest population density ?	_answer ( A , _largest ( B , ( _city ( A ) , _density ( A , B ) ) ) )
what state has the city with the most population ?	_answer ( A , ( _state ( A ) , _loc ( B , A ) , _largest ( C , ( _city ( B ) , _population ( B , C ) ) ) ) )
how many residents live in texas ?	_answer ( A , ( _population ( B , A ) , _const ( B , _stateid ( texas ) ) ) )
which state has the smallest area that borders texas ?	_answer ( A , _smallest ( B , ( _state ( A ) , _area ( A , B ) , _next_to ( A , C ) , _const ( C , _stateid ( texas ) ) ) ) )
name the rivers in arkansas ?	_answer ( A , ( _river ( A ) , _loc ( A , B ) , _const ( B , _stateid ( arkansas ) ) ) )
what is the population of atlanta ?	_answer ( A , ( _population ( B , A ) , _const ( B , _cityid ( atlanta , _ ) ) ) )
what is the population of the smallest state ?	_answer ( A , _smallest ( B , ( _population ( B , A ) , _state ( B ) ) ) )
how many rivers are called colorado ?	_answer ( A , _count ( B , ( _river ( B ) , _const ( B , _riverid ( colorado ) ) ) , A ) )
how many cities are there in usa ?	_answer ( A , _count ( B , ( _city ( B ) , _loc ( B , C ) , _const ( C , _countryid ( usa ) ) ) , A ) )
what is the capital of georgia ?	_answer ( A , ( _capital ( A ) , _loc ( A , B ) , _const ( B , _stateid ( georgia ) ) ) )
what is the population of alaska ?	_answer ( A , ( _population ( B , A ) , _const ( B , _stateid ( alaska ) ) ) )
how many people live in washington ?	_answer ( A , ( _population ( B , A ) , _const ( B , _stateid ( washington ) ) ) )
what state borders the most states ?	_answer ( A , _most ( A , B , ( _state ( A ) , _next_to ( A , B ) , _state ( B ) ) ) )
what are the populations of the states through which the mississippi run ?	_answer ( A , ( _population ( B , A ) , _state ( B ) , _const ( C , _riverid ( mississippi ) ) , _traverse ( C , B ) ) )
what state has the least population density ?	_answer ( A , _smallest ( B , ( _state ( A ) , _density ( A , B ) ) ) )
what state borders the least states ?	_answer ( A , _fewest ( A , B , ( _state ( A ) , _next_to ( A , B ) , _state ( B ) ) ) )
what states border new jersey ?	_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _const ( B , _stateid ( ' new jersey ' ) ) ) )
what are the major cities of texas ?	_answer ( A , ( _major ( A ) , _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( texas ) ) ) )
what is the number of neighboring states for kentucky ?	_answer ( A , _count ( B , ( _state ( B ) , _next_to ( B , C ) , _const ( C , _stateid ( kentucky ) ) ) , A ) )
how many rivers are in the state with the largest population ?	_answer ( A , _count ( B , ( _river ( B ) , _loc ( B , C ) , _largest ( D , ( _state ( C ) , _population ( C , D ) ) ) ) , A ) )
how many states do not have rivers ?	_answer ( A , _count ( B , ( _state ( B ) , \+ ( _loc ( C , B ) , _river ( C ) ) ) , A ) )
how big is new mexico ?	_answer ( A , ( _size ( B , A ) , _const ( B , _stateid ( ' new mexico ' ) ) ) )
what state has the largest area ?	_answer ( A , _largest ( B , ( _state ( A ) , _area ( A , B ) ) ) )
what is the capital of illinois ?	_answer ( A , ( _capital ( A ) , _loc ( A , B ) , _const ( B , _stateid ( illinois ) ) ) )
how many people live in detroit ?	_answer ( A , ( _population ( B , A ) , _const ( B , _cityid ( detroit , _ ) ) ) )
what states border new hampshire ?	_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _const ( B , _stateid ( ' new hampshire ' ) ) ) )
what is the major cities in montana ?	_answer ( A , ( _major ( A ) , _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( montana ) ) ) )
what is the population of washington dc ?	_answer ( A , ( _population ( B , A ) , _const ( B , _cityid ( washington , dc ) ) ) )
through which states does the mississippi flow ?	_answer ( A , ( _state ( A ) , _const ( B , _riverid ( mississippi ) ) , _traverse ( B , A ) ) )
what state has the most rivers running through it ?	_answer ( A , _most ( A , B , ( _state ( A ) , _loc ( B , A ) , _river ( B ) , _traverse ( B , A ) ) ) )
how many people live in mississippi ?	_answer ( A , ( _population ( B , A ) , _const ( B , _stateid ( mississippi ) ) ) )
what is the shortest river in the united states ?	_answer ( A , _shortest ( A , ( _river ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) ) )
what is the smallest state that borders the most states ?	_answer ( A , _smallest ( A , _most ( A , B , ( _state ( A ) , _next_to ( A , B ) , _state ( B ) ) ) ) )
what state which the mississippi runs through has the largest population ?	_answer ( A , _largest ( B , ( _state ( A ) , _const ( C , _riverid ( mississippi ) ) , _traverse ( C , A ) , _population ( A , B ) ) ) )
what state has the smallest urban population ?	_answer ( A , _smallest ( B , ( _state ( A ) , _population ( A , B ) ) ) )
what state has the most cities ?	_answer ( A , _most ( A , B , ( _state ( A ) , _loc ( B , A ) , _city ( B ) ) ) )
what is the biggest city in louisiana ?	_answer ( A , _largest ( A , ( _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( louisiana ) ) ) ) )
what states border the mississippi river ?	_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _const ( B , _riverid ( mississippi ) ) , _river ( B ) ) )
what is the total area of the usa ?	_answer ( A , ( _area ( B , A ) , _const ( B , _countryid ( usa ) ) ) )
how many cities does texas have ?	_answer ( A , _count ( B , ( _city ( B ) , _const ( C , _stateid ( texas ) ) , _loc ( B , C ) ) , A ) )
what are the largest cities in the states that border the largest state ?	_answer ( A , _largest ( A , ( _city ( A ) , _loc ( A , B ) , _state ( B ) , _next_to ( B , C ) , _largest ( C , _state ( C ) ) ) ) )
what states border states that the mississsippi runs through ?	_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _state ( B ) , _const ( C , _riverid ( mississippi ) ) , _traverse ( C , B ) ) )
what is the longest river that flows through a state that borders indiana ?	_answer ( A , _longest ( A , ( _river ( A ) , _traverse ( A , B ) , _state ( B ) , _next_to ( B , C ) , _const ( C , _stateid ( indiana ) ) ) ) )
what is the area of alaska ?	_answer ( A , ( _area ( B , A ) , _const ( B , _stateid ( alaska ) ) ) )
which state is the largest city in montana in ?	_answer ( A , ( _state ( A ) , _largest ( B , ( _city ( B ) , _loc ( B , C ) , _const ( C , _stateid ( montana ) ) ) ) , _loc ( B , A ) ) )
what is the state with the highest elevation in the united states ?	_answer ( A , ( _state ( A ) , _loc ( B , A ) , _highest ( B , ( _place ( B ) , _loc ( B , C ) , _const ( C , _countryid ( usa ) ) ) ) ) )
what is the biggest city in nebraska ?	_answer ( A , _largest ( A , ( _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( nebraska ) ) ) ) )
what is the largest city in the smallest state in the usa ?	_answer ( A , _largest ( A , ( _city ( A ) , _loc ( A , B ) , _smallest ( B , ( _state ( B ) , _loc ( B , C ) , _const ( C , _countryid ( usa ) ) ) ) ) ) )
how many people live in spokane washington ?	_answer ( A , ( _population ( B , A ) , _const ( B , _cityid ( spokane , wa ) ) ) )
where is the highest mountain of the united states ?	_answer ( A , _highest ( A , ( _mountain ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) ) )
what is the smallest state through which the longest river runs ?	_answer ( A , _smallest ( A , ( _state ( A ) , _longest ( B , _river ( B ) ) , _traverse ( B , A ) ) ) )
what is the capital of maryland ?	_answer ( A , ( _capital ( A ) , _loc ( A , B ) , _const ( B , _stateid ( maryland ) ) ) )
number of states bordering iowa ?	_answer ( A , _count ( B , ( _state ( B ) , _next_to ( B , C ) , _const ( C , _stateid ( iowa ) ) ) , A ) )
what is the total population of the states that border texas ?	_answer ( A , _sum ( B , ( _population ( C , B ) , _state ( C ) , _next_to ( D , C ) , _const ( D , _stateid ( texas ) ) ) , A ) )
how many cities are in louisiana ?	_answer ( A , _count ( B , ( _city ( B ) , _loc ( B , C ) , _const ( C , _stateid ( louisiana ) ) ) , A ) )
what is the largest state capital in population ?	_answer ( A , _largest ( B , ( _state ( C ) , _capital ( C , A ) , _population ( A , B ) ) ) )
what rivers flow through the state with the largest population ?	_answer ( A , ( _river ( A ) , _traverse ( A , B ) , _largest ( C , ( _state ( B ) , _population ( B , C ) ) ) ) )
what is the lowest point in usa ?	_answer ( A , _lowest ( A , ( _place ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) ) )
which state has the red river ?	_answer ( A , ( _state ( A ) , _loc ( B , A ) , _const ( B , _riverid ( red ) ) , _river ( B ) ) )
what state has the smallest population density ?	_answer ( A , _smallest ( B , ( _state ( A ) , _density ( A , B ) ) ) )
how many rivers are in missouri ?	_answer ( A , _count ( B , ( _river ( B ) , _loc ( B , C ) , _const ( C , _stateid ( missouri ) ) ) , A ) )
where is springfield ?	_answer ( A , ( _loc ( B , A ) , _const ( B , _cityid ( springfield , _ ) ) ) )
what state has the capital salem ?	_answer ( A , ( _state ( A ) , _loc ( B , A ) , _capital ( B ) , _const ( B , _cityid ( salem , _ ) ) ) )
how many capitals does rhode island have ?	_answer ( A , _count ( B , ( _capital ( B ) , _const ( C , _stateid ( ' rhode island ' ) ) , _loc ( B , C ) ) , A ) )
